C:\Users\Satsrisakul\Documents\Coding\DataSci\Udemy\Self_Driving_Car\DATA\IMG\center_2020_08_08_23_54_09_248.jpg, C:\Users\Satsrisakul\Documents\Coding\DataSci\Udemy\Self_Driving_Car\DATA\IMG\left_2020_08_08_23_54_09_248.jpg, C:\Users\Satsrisakul\Documents\Coding\DataSci\Udemy\Self_Driving_Car\DATA\IMG\right_2020_08_08_23_54_09_248.jpg, 0, 0, 0, 7.860143E-05
C:\Users\Satsrisakul\Documents\Coding\DataSci\Udemy\Self_Driving_Car\DATA\IMG\center_2020_08_08_23_54_09_350.jpg, C:\Users\Satsrisakul\Documents\Coding\DataSci\Udemy\Self_Driving_Car\DATA\IMG\left_2020_08_08_23_54_09_350.jpg, C:\Users\Satsrisakul\Documents\Coding\DataSci\Udemy\Self_Driving_Car\DATA\IMG\right_2020_08_08_23_54_09_350.jpg, 0, 0, 0, 7.814081E-05
C:\Users\Satsrisakul\Documents\Coding\DataSci\Udemy\Self_Driving_Car\DATA\IMG\center_2020_08_08_23_54_09_450.jpg, C:\Users\Satsrisakul\Documents\Coding\DataSci\Udemy\Self_Driving_Car\DATA\IMG\left_2020_08_08_23_54_09_450.jpg, C:\Users\Satsrisakul\Documents\Coding\DataSci\Udemy\Self_Driving_Car\DATA\IMG\right_2020_08_08_23_54_09_450.jpg, 0, 0, 0, 7.949147E-05
C:\Users\Satsrisakul\Documents\Coding\DataSci\Udemy\Self_Driving_Car\DATA\IMG\center_2020_08_08_23_54_09_563.jpg, C:\Users\Satsrisakul\Documents\Coding\DataSci\Udemy\Self_Driving_Car\DATA\IMG\left_2020_08_08_23_54_09_563.jpg, C:\Users\Satsrisakul\Documents\Coding\DataSci\Udemy\Self_Driving_Car\DATA\IMG\right_2020_08_08_23_54_09_563.jpg, 0, 0, 0, 8.056153E-05
C:\Users\Satsrisakul\Documents\Coding\DataSci\Udemy\Self_Driving_Car\DATA\IMG\center_2020_08_08_23_54_09_674.jpg, C:\Users\Satsrisakul\Documents\Coding\DataSci\Udemy\Self_Driving_Car\DATA\IMG\left_2020_08_08_23_54_09_674.jpg, C:\Users\Satsrisakul\Documents\Coding\DataSci\Udemy\Self_Driving_Car\DATA\IMG\right_2020_08_08_23_54_09_674.jpg, 0, 0, 0, 7.802064E-05
C:\Users\Satsrisakul\Documents\Coding\DataSci\Udemy\Self_Driving_Car\DATA\IMG\center_2020_08_08_23_54_09_787.jpg, C:\Users\Satsrisakul\Documents\Coding\DataSci\Udemy\Self_Driving_Car\DATA\IMG\left_2020_08_08_23_54_09_787.jpg, C:\Users\Satsrisakul\Documents\Coding\DataSci\Udemy\Self_Driving_Car\DATA\IMG\right_2020_08_08_23_54_09_787.jpg, 0, 0, 0, 7.806302E-05
C:\Users\Satsrisakul\Documents\Coding\DataSci\Udemy\Self_Driving_Car\DATA\IMG\center_2020_08_08_23_54_09_894.jpg, C:\Users\Satsrisakul\Documents\Coding\DataSci\Udemy\Self_Driving_Car\DATA\IMG\left_2020_08_08_23_54_09_894.jpg, C:\Users\Satsrisakul\Documents\Coding\DataSci\Udemy\Self_Driving_Car\DATA\IMG\right_2020_08_08_23_54_09_894.jpg, 0, 0, 0, 8.033868E-05
C:\Users\Satsrisakul\Documents\Coding\DataSci\Udemy\Self_Driving_Car\DATA\IMG\center_2020_08_08_23_54_10_005.jpg, C:\Users\Satsrisakul\Documents\Coding\DataSci\Udemy\Self_Driving_Car\DATA\IMG\left_2020_08_08_23_54_10_005.jpg, C:\Users\Satsrisakul\Documents\Coding\DataSci\Udemy\Self_Driving_Car\DATA\IMG\right_2020_08_08_23_54_10_005.jpg, 0, 0, 0, 7.857933E-05
C:\Users\Satsrisakul\Documents\Coding\DataSci\Udemy\Self_Driving_Car\DATA\IMG\center_2020_08_08_23_54_10_118.jpg, C:\Users\Satsrisakul\Documents\Coding\DataSci\Udemy\Self_Driving_Car\DATA\IMG\left_2020_08_08_23_54_10_118.jpg, C:\Users\Satsrisakul\Documents\Coding\DataSci\Udemy\Self_Driving_Car\DATA\IMG\right_2020_08_08_23_54_10_118.jpg, 0, 0, 0, 8.000727E-05
C:\Users\Satsrisakul\Documents\Coding\DataSci\Udemy\Self_Driving_Car\DATA\IMG\center_2020_08_08_23_54_10_222.jpg, C:\Users\Satsrisakul\Documents\Coding\DataSci\Udemy\Self_Driving_Car\DATA\IMG\left_2020_08_08_23_54_10_222.jpg, C:\Users\Satsrisakul\Documents\Coding\DataSci\Udemy\Self_Driving_Car\DATA\IMG\right_2020_08_08_23_54_10_222.jpg, 0, 0, 0, 7.840781E-05
